Customer_ID,Age,Gender,Tenure,Contract_Type,Payment_Method,Internet_Service,Tech_Support,Streaming_Service,Online_Security,Customer_Support_Calls,Satisfaction_Score,Monthly_Charges,Total_Charges,Churn_Probability,Risk_Score,Risk_Category,Churn
CUST-01627,35,Female,8,Month-to-Month,Bank Transfer,No,No Internet,Yes,Yes,1,3.9,20.63,189.31,0.5609,56.1,Medium,No
CUST-01628,59,Male,8,One Year,Electronic Check,Fiber Optic,No,No Internet,No Internet,3,4.4,83.53,764.21,0.6518,65.2,Medium,Yes
CUST-01629,42,Male,36,Two Year,Bank Transfer,Fiber Optic,No,No,Yes,1,2.7,66.47,2303.53,0.4574,45.7,Medium,No
CUST-01630,53,Male,8,Month-to-Month,Credit Card,DSL,No,No,No,4,1.9,47.46,407.57,0.6341,63.4,Medium,Yes
CUST-01631,48,Female,19,Two Year,Electronic Check,No,No Internet,No Internet,Yes,2,2.2,30.34,551.5,0.3074,30.7,Low,No
CUST-01632,30,Male,6,Month-to-Month,Bank Transfer,DSL,Yes,No,Yes,2,2.1,43.72,292.81,0.5171,51.7,Medium,No
CUST-01633,32,Female,40,One Year,Credit Card,Fiber Optic,Yes,No,No,3,2.3,104.13,3950.19,0.3636,36.4,Low,No
CUST-01634,56,Female,2,One Year,Electronic Check,Fiber Optic,No,No,Yes,2,1.9,86.49,269.31,0.5402,54.0,Medium,No
CUST-01635,37,Male,42,Month-to-Month,Bank Transfer,No,No,Yes,Yes,2,3.1,21.86,959.91,0.5413,54.1,Medium,No
CUST-01636,36,Female,22,Month-to-Month,Mailed Check,Fiber Optic,No Internet,Yes,No,2,4.0,90.19,1918.29,0.7547,75.5,High,Yes
CUST-01637,28,Female,4,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,4,1.8,103.97,506.13,0.8542,85.4,High,Yes
CUST-01638,47,Male,18,Month-to-Month,Bank Transfer,No,No,Yes,No Internet,6,2.5,30.62,607.23,0.5515,55.1,Medium,No
CUST-01639,70,Male,7,One Year,Electronic Check,No,Yes,Yes,No Internet,1,4.3,29.06,223.55,0.226,22.6,Low,No
CUST-01640,27,Female,9,Month-to-Month,Bank Transfer,DSL,No,Yes,No,0,1.5,75.38,729.09,0.6411,64.1,Medium,Yes
CUST-01641,42,Female,10,One Year,Electronic Check,DSL,No,No,No,2,3.2,70.19,734.43,0.3917,39.2,Low,No
CUST-01642,61,Male,1,Month-to-Month,Electronic Check,Fiber Optic,No,No Internet,No,2,3.8,77.09,150.15,0.936,93.6,High,Yes
CUST-01643,40,Male,72,One Year,Mailed Check,Fiber Optic,Yes,No,No,5,5.0,96.06,6938.64,0.3058,30.6,Low,No
CUST-01644,48,Male,0,One Year,Mailed Check,Fiber Optic,No Internet,No,Yes,2,1.0,91.3,83.4,0.4674,46.7,Medium,No
CUST-01645,27,Female,26,One Year,Electronic Check,DSL,No,No Internet,No,3,1.8,31.81,784.9,0.4436,44.4,Medium,No
CUST-01646,47,Male,11,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No Internet,5,3.5,76.04,926.49,0.735,73.5,High,Yes
CUST-01647,39,Female,24,Month-to-Month,Credit Card,No,No Internet,Yes,No,0,2.8,41.45,1085.38,0.4604,46.0,Medium,No
CUST-01648,55,Female,10,Two Year,Credit Card,Fiber Optic,No,Yes,No,4,1.0,67.49,722.86,0.4039,40.4,Medium,No
CUST-01649,58,Male,26,Month-to-Month,Mailed Check,DSL,No,Yes,Yes,4,2.7,67.58,1877.95,0.5477,54.8,Medium,No
CUST-01650,78,Female,31,Month-to-Month,Credit Card,DSL,No Internet,Yes,No,2,2.2,36.93,1217.62,0.5096,51.0,Medium,No
CUST-01651,50,Male,28,Month-to-Month,Credit Card,DSL,Yes,Yes,Yes,5,1.4,55.41,1535.28,0.4546,45.5,Medium,No
CUST-01652,46,Female,2,One Year,Mailed Check,Fiber Optic,Yes,Yes,No Internet,0,2.8,114.22,325.3,0.3812,38.1,Low,No
CUST-01653,44,Male,25,One Year,Electronic Check,No,No,No,Yes,2,1.7,18.0,472.42,0.4065,40.7,Medium,No
CUST-01654,37,Female,7,One Year,Electronic Check,DSL,Yes,No,No Internet,2,2.2,66.41,550.71,0.2596,26.0,Low,No
CUST-01655,46,Female,0,Month-to-Month,Mailed Check,DSL,No Internet,No,No,5,4.6,58.38,60.02,0.4683,46.8,Medium,No
CUST-01656,37,Male,12,Month-to-Month,Credit Card,DSL,No Internet,No,No,3,5.0,57.79,712.12,0.3591,35.9,Low,No
CUST-01657,44,Male,13,Two Year,Mailed Check,Fiber Optic,No,Yes,No Internet,5,2.2,77.02,1027.88,0.54,54.0,Medium,No
CUST-01658,60,Male,15,Month-to-Month,Bank Transfer,DSL,No Internet,No Internet,Yes,0,3.3,42.16,681.6,0.4845,48.5,Medium,No
CUST-01659,27,Male,29,Month-to-Month,Electronic Check,DSL,Yes,No,Yes,1,3.9,38.67,1099.32,0.583,58.3,Medium,No
CUST-01660,57,Female,8,One Year,Electronic Check,No,No,Yes,No Internet,3,2.3,23.27,215.25,0.4943,49.4,Medium,No
CUST-01661,60,Female,9,Month-to-Month,Mailed Check,No,No Internet,Yes,No,5,2.1,39.67,387.33,0.574,57.4,Medium,No
CUST-01662,40,Male,1,Month-to-Month,Credit Card,Fiber Optic,No Internet,No Internet,No,2,3.9,120.0,226.54,0.7138,71.4,High,Yes
CUST-01663,18,Female,27,Month-to-Month,Mailed Check,Fiber Optic,No,No,Yes,2,2.9,94.78,2502.45,0.7971,79.7,High,Yes
CUST-01664,33,Female,20,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,2,3.0,56.93,1216.56,0.6687,66.9,Medium,Yes
CUST-01665,60,Female,10,Month-to-Month,Electronic Check,No,Yes,Yes,Yes,3,1.9,32.67,330.15,0.6915,69.2,Medium,Yes
CUST-01666,41,Male,29,Two Year,Bank Transfer,Fiber Optic,No,No,No,4,2.1,60.04,1872.87,0.4853,48.5,Medium,No
CUST-01667,28,Male,18,Month-to-Month,Bank Transfer,DSL,No,No,No,1,3.3,63.32,1157.38,0.5314,53.1,Medium,No
CUST-01668,34,Male,15,Month-to-Month,Credit Card,DSL,Yes,No Internet,No,2,2.7,57.1,937.89,0.4427,44.3,Medium,No
CUST-01669,53,Female,17,One Year,Electronic Check,DSL,No,No,Yes,1,3.3,71.82,1317.12,0.3295,32.9,Low,No
CUST-01670,49,Male,24,Two Year,Electronic Check,Fiber Optic,No Internet,Yes,No,2,4.2,77.52,1970.73,0.3865,38.7,Low,No
CUST-01671,38,Male,25,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,2,3.4,75.96,1977.27,0.8078,80.8,High,Yes
CUST-01672,36,Male,8,Two Year,Credit Card,Fiber Optic,Yes,Yes,No,3,2.5,87.5,767.75,0.3474,34.7,Low,No
CUST-01673,36,Female,3,One Year,Electronic Check,Fiber Optic,No Internet,No,No,1,4.2,75.66,290.08,0.4084,40.8,Medium,No
CUST-01674,29,Male,4,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,Yes,3,3.2,85.64,422.68,0.8569,85.7,High,Yes
CUST-01675,64,Male,24,Month-to-Month,Mailed Check,Fiber Optic,No Internet,No,No Internet,9,4.6,96.71,2367.09,0.8031,80.3,High,Yes
CUST-01676,37,Male,49,Month-to-Month,Mailed Check,DSL,Yes,No,No,3,2.4,39.89,1900.07,0.4345,43.5,Medium,No
CUST-01677,59,Male,12,One Year,Credit Card,Fiber Optic,No,Yes,No,3,3.1,105.68,1338.1,0.5032,50.3,Medium,No
CUST-01678,63,Female,4,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,0,2.8,64.62,308.48,0.8283,82.8,High,Yes
CUST-01679,55,Male,33,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,2,3.3,78.27,2657.69,0.6848,68.5,Medium,Yes
CUST-01680,35,Male,42,One Year,Credit Card,Fiber Optic,No,No,Yes,5,3.5,85.06,3749.95,0.4358,43.6,Medium,No
CUST-01681,47,Female,51,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No Internet,No Internet,2,3.2,64.94,3437.78,0.5912,59.1,Medium,No
CUST-01682,41,Male,22,Two Year,Electronic Check,Fiber Optic,No,No,No,4,4.1,87.38,1911.47,0.4788,47.9,Medium,No
CUST-01683,29,Male,47,Two Year,Credit Card,DSL,No,Yes,Yes,1,3.6,59.33,2780.67,0.2003,20.0,Low,No
CUST-01684,46,Female,0,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No Internet,Yes,2,5.0,65.99,59.5,0.5857,58.6,Medium,No
CUST-01685,25,Male,2,Two Year,Mailed Check,No,No Internet,No,No Internet,5,5.0,18.0,55.65,0.0509,5.1,Low,No
CUST-01686,58,Male,2,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No Internet,No,1,2.4,74.98,210.73,0.7142,71.4,High,Yes
CUST-01687,35,Male,29,Month-to-Month,Mailed Check,No,No Internet,No,Yes,3,2.6,35.42,1026.65,0.4481,44.8,Medium,No
CUST-01688,44,Male,1,Month-to-Month,Electronic Check,No,No,Yes,No Internet,1,1.8,25.64,47.33,0.7337,73.4,High,Yes
CUST-01689,45,Female,16,One Year,Bank Transfer,DSL,Yes,Yes,Yes,2,5.0,55.95,952.78,0.1442,14.4,Low,No
CUST-01690,38,Female,15,One Year,Credit Card,No,No,No,No,2,2.7,26.05,409.21,0.2849,28.5,Low,No
CUST-01691,50,Female,8,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,Yes,No,4,3.5,80.61,692.64,0.7089,70.9,High,Yes
CUST-01692,35,Male,49,Month-to-Month,Electronic Check,Fiber Optic,Yes,No Internet,No Internet,1,1.9,84.56,4144.62,0.8493,84.9,High,Yes
CUST-01693,54,Male,4,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,5,3.3,51.27,237.2,0.7956,79.6,High,Yes
CUST-01694,23,Female,10,Two Year,Electronic Check,Fiber Optic,No,No,No,1,1.3,84.14,940.67,0.6313,63.1,Medium,Yes
CUST-01695,43,Female,35,Two Year,Electronic Check,Fiber Optic,Yes,No,No,2,4.5,73.32,2480.87,0.4805,48.1,Medium,No
CUST-01696,69,Male,0,One Year,Electronic Check,DSL,No,No,No,1,5.0,47.89,47.52,0.2658,26.6,Low,No
CUST-01697,27,Male,26,One Year,Electronic Check,Fiber Optic,No Internet,No,Yes,1,4.0,95.23,2660.97,0.4473,44.7,Medium,No
CUST-01698,32,Male,40,One Year,Mailed Check,Fiber Optic,No,No,No,6,2.2,73.17,2717.34,0.3997,40.0,Medium,No
CUST-01699,49,Male,64,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,2,3.8,109.85,6841.29,0.6329,63.3,Medium,Yes
CUST-01700,44,Male,50,Month-to-Month,Credit Card,DSL,No,Yes,No,1,3.4,56.52,2652.6,0.5103,51.0,Medium,No
CUST-01701,46,Male,9,One Year,Credit Card,No,Yes,No Internet,No,0,4.7,30.3,314.0,0.1715,17.2,Low,No
CUST-01702,48,Female,21,Month-to-Month,Credit Card,DSL,No,No Internet,No,4,4.1,38.08,799.23,0.5364,53.6,Medium,No
CUST-01703,50,Female,1,Month-to-Month,Mailed Check,Fiber Optic,No Internet,Yes,No,1,2.0,111.8,208.4,0.7237,72.4,High,Yes
CUST-01704,57,Male,7,Two Year,Bank Transfer,Fiber Optic,No,Yes,No,5,4.5,76.04,609.22,0.5016,50.2,Medium,No
CUST-01705,47,Male,2,Two Year,Credit Card,DSL,No,Yes,No Internet,4,3.1,56.66,166.83,0.2596,26.0,Low,No
CUST-01706,38,Female,9,Month-to-Month,Mailed Check,Fiber Optic,No,No Internet,No,1,4.6,79.2,809.85,0.7598,76.0,High,Yes
CUST-01707,51,Male,49,One Year,Bank Transfer,No,No,Yes,No,4,1.5,27.02,1368.51,0.2375,23.8,Low,No
CUST-01708,68,Female,10,Two Year,Mailed Check,Fiber Optic,No,Yes,Yes,0,3.8,83.19,957.37,0.3699,37.0,Low,No
CUST-01709,40,Male,19,Month-to-Month,Mailed Check,Fiber Optic,No Internet,Yes,Yes,3,2.9,81.85,1495.53,0.6147,61.5,Medium,No
CUST-01710,28,Female,13,Month-to-Month,Mailed Check,No,No,No,No,1,3.3,28.14,359.31,0.6279,62.8,Medium,Yes
CUST-01711,57,Male,14,Month-to-Month,Bank Transfer,No,No Internet,No Internet,Yes,4,2.5,30.49,473.86,0.5382,53.8,Medium,No
CUST-01712,40,Male,72,Month-to-Month,Bank Transfer,DSL,No Internet,No,No Internet,1,3.8,44.31,3374.88,0.2848,28.5,Low,No
CUST-01713,18,Male,8,Two Year,Mailed Check,Fiber Optic,No,Yes,No Internet,6,2.2,80.07,692.52,0.5182,51.8,Medium,No
CUST-01714,53,Male,23,Month-to-Month,Bank Transfer,DSL,No Internet,No,No,3,1.5,47.97,1114.88,0.5942,59.4,Medium,No
CUST-01715,34,Male,13,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,2,2.4,83.88,1121.83,0.6914,69.1,Medium,Yes
CUST-01716,40,Female,1,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,1,2.4,58.41,118.77,0.8516,85.2,High,Yes
CUST-01717,46,Male,16,Month-to-Month,Electronic Check,Fiber Optic,No,No Internet,No,1,2.9,78.84,1361.21,0.97,97.0,High,Yes
CUST-01718,44,Male,40,Month-to-Month,Electronic Check,DSL,No,No Internet,No,0,4.0,58.99,2256.7,0.6498,65.0,Medium,Yes
CUST-01719,51,Female,2,One Year,Bank Transfer,DSL,No Internet,No Internet,Yes,3,2.2,63.41,182.16,0.1334,13.3,Low,No
CUST-01720,35,Female,1,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No Internet,2,4.1,53.74,100.16,0.6037,60.4,Medium,No
CUST-01721,49,Female,4,One Year,Electronic Check,No,Yes,Yes,No,1,3.8,18.0,81.63,0.31,31.0,Low,No
CUST-01722,38,Female,34,One Year,Mailed Check,Fiber Optic,No Internet,No,Yes,6,4.3,99.13,3151.8,0.3399,34.0,Low,No
CUST-01723,52,Male,30,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,2,2.8,95.55,2731.08,0.6397,64.0,Medium,Yes
CUST-01724,50,Female,19,One Year,Credit Card,DSL,Yes,Yes,No,2,4.9,48.07,869.57,0.1326,13.3,Low,No
CUST-01725,28,Female,15,One Year,Mailed Check,No,No,Yes,Yes,3,2.9,28.71,442.58,0.236,23.6,Low,No
CUST-01726,57,Female,52,Month-to-Month,Mailed Check,No,No,No Internet,Yes,1,4.2,23.01,1109.29,0.5574,55.7,Medium,No
CUST-01727,34,Male,34,Month-to-Month,Bank Transfer,DSL,No,No,Yes,2,5.0,53.79,1933.69,0.5566,55.7,Medium,No
CUST-01728,53,Male,40,One Year,Electronic Check,Fiber Optic,No Internet,Yes,No Internet,1,4.5,102.07,4213.38,0.3912,39.1,Low,No
CUST-01729,47,Male,40,Two Year,Mailed Check,No,Yes,Yes,Yes,3,3.1,30.83,1286.21,0.1752,17.5,Low,No
CUST-01730,67,Female,24,Month-to-Month,Electronic Check,No,No Internet,No Internet,No,3,2.0,33.04,819.91,0.6455,64.5,Medium,Yes
CUST-01731,38,Female,14,Month-to-Month,Mailed Check,Fiber Optic,Yes,No Internet,Yes,2,2.1,75.89,1137.87,0.6751,67.5,Medium,Yes
CUST-01732,37,Female,48,Month-to-Month,Electronic Check,DSL,Yes,No,No,3,2.1,74.34,3340.36,0.681,68.1,Medium,Yes
CUST-01733,41,Male,62,Month-to-Month,Bank Transfer,DSL,No,Yes,No,4,2.4,45.34,2595.7,0.5437,54.4,Medium,No
CUST-01734,37,Female,0,One Year,Bank Transfer,DSL,Yes,No,No Internet,4,3.2,67.81,71.09,0.198,19.8,Low,No
CUST-01735,53,Female,1,Month-to-Month,Mailed Check,No,No,No,No,3,3.9,31.39,60.01,0.4994,49.9,Medium,No
CUST-01736,19,Male,72,Month-to-Month,Electronic Check,Fiber Optic,No,No Internet,No,2,4.1,74.05,4906.66,0.9089,90.9,High,Yes
CUST-01737,27,Female,7,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,1,4.3,73.81,545.57,0.5825,58.3,Medium,No
CUST-01738,27,Male,49,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No,No,1,4.2,92.73,4780.84,0.5378,53.8,Medium,No
CUST-01739,55,Female,11,Month-to-Month,Electronic Check,DSL,No,Yes,Yes,1,3.1,57.52,642.52,0.753,75.3,High,Yes
CUST-01740,65,Female,3,Month-to-Month,Electronic Check,DSL,No Internet,No,No,3,3.9,51.22,198.75,0.7104,71.0,High,Yes
CUST-01741,40,Female,2,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,Yes,Yes,0,2.9,89.87,269.64,0.6842,68.4,Medium,Yes
CUST-01742,39,Female,4,Two Year,Bank Transfer,Fiber Optic,Yes,No Internet,No Internet,3,3.5,54.67,285.62,0.3732,37.3,Low,No
CUST-01743,42,Female,6,Two Year,Electronic Check,No,No,Yes,No,6,2.9,22.27,140.63,0.4086,40.9,Medium,No
CUST-01744,58,Male,16,Month-to-Month,Mailed Check,DSL,No,No,No,3,3.2,58.96,975.4,0.4735,47.3,Medium,No
CUST-01745,29,Male,29,Month-to-Month,Credit Card,DSL,No Internet,No,No,2,2.8,70.86,2230.82,0.4709,47.1,Medium,No
CUST-01746,45,Female,72,Month-to-Month,Credit Card,Fiber Optic,No Internet,No Internet,No,3,1.2,100.65,6746.86,0.7128,71.3,High,Yes
CUST-01747,55,Male,13,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,5,2.9,103.08,1325.59,0.9364,93.6,High,Yes
CUST-01748,49,Male,17,Month-to-Month,Credit Card,DSL,Yes,Yes,No,2,3.9,48.95,804.49,0.3892,38.9,Low,No
CUST-01749,44,Female,17,Month-to-Month,Bank Transfer,No,No,Yes,No,4,4.2,22.16,389.38,0.5294,52.9,Medium,No
CUST-01750,56,Female,18,One Year,Credit Card,Fiber Optic,No Internet,No,Yes,6,3.7,94.65,1712.5,0.3637,36.4,Low,No
CUST-01751,18,Male,17,Month-to-Month,Mailed Check,DSL,No,No,Yes,1,2.1,67.41,1222.41,0.5852,58.5,Medium,No
CUST-01752,51,Male,0,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,Yes,Yes,4,2.6,93.55,92.21,0.6844,68.4,Medium,Yes
CUST-01753,32,Male,0,One Year,Bank Transfer,Fiber Optic,No,No Internet,No Internet,3,1.4,82.87,81.8,0.5349,53.5,Medium,No
CUST-01754,18,Male,2,One Year,Mailed Check,DSL,Yes,Yes,No,3,3.9,49.5,145.03,0.1348,13.5,Low,No
CUST-01755,49,Male,2,Month-to-Month,Credit Card,Fiber Optic,No Internet,No Internet,Yes,2,2.2,98.46,309.8,0.6605,66.0,Medium,Yes
CUST-01756,61,Female,29,Month-to-Month,Electronic Check,Fiber Optic,No Internet,Yes,Yes,2,3.6,78.4,2306.98,0.7784,77.8,High,Yes
CUST-01757,40,Male,5,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,0,3.7,56.92,311.08,0.57,57.0,Medium,No
CUST-01758,55,Male,54,Month-to-Month,Mailed Check,DSL,Yes,Yes,No,4,2.2,54.24,2829.06,0.4981,49.8,Medium,No
CUST-01759,64,Male,63,Month-to-Month,Credit Card,No,No,No,No,2,3.5,18.0,1171.7,0.5008,50.1,Medium,No
CUST-01760,60,Female,72,Month-to-Month,Mailed Check,DSL,No,Yes,No,6,5.0,42.46,3081.81,0.5702,57.0,Medium,No
CUST-01761,64,Male,67,Month-to-Month,Bank Transfer,DSL,No,No,No Internet,4,2.8,56.39,3844.46,0.514,51.4,Medium,No
CUST-01762,52,Male,7,One Year,Bank Transfer,Fiber Optic,Yes,Yes,Yes,3,4.4,76.47,635.17,0.3374,33.7,Low,No
CUST-01763,43,Male,17,One Year,Electronic Check,Fiber Optic,No,Yes,No,2,3.5,69.44,1208.13,0.5682,56.8,Medium,No
CUST-01764,19,Female,4,Month-to-Month,Mailed Check,DSL,No,No Internet,No Internet,1,3.5,50.87,229.66,0.5043,50.4,Medium,No
CUST-01765,38,Female,39,Month-to-Month,Bank Transfer,Fiber Optic,No,No Internet,Yes,2,3.1,93.42,3918.09,0.7342,73.4,High,Yes
CUST-01766,30,Male,52,Month-to-Month,Credit Card,No,No,No,No,2,4.2,18.0,923.65,0.4534,45.3,Medium,No
CUST-01767,72,Male,45,Month-to-Month,Electronic Check,DSL,No Internet,No Internet,Yes,5,3.0,72.76,3061.27,0.6801,68.0,Medium,Yes
CUST-01768,39,Male,13,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,4,3.9,60.49,831.86,0.8079,80.8,High,Yes
CUST-01769,43,Female,34,Two Year,Electronic Check,DSL,No,Yes,Yes,0,4.2,50.48,1746.54,0.2462,24.6,Low,No
CUST-01770,49,Female,2,One Year,Electronic Check,No,No,Yes,No Internet,1,4.3,18.0,53.17,0.2585,25.8,Low,No
CUST-01771,42,Male,0,Two Year,Mailed Check,Fiber Optic,No,No Internet,No Internet,0,3.8,83.89,87.64,0.4277,42.8,Medium,No
CUST-01772,65,Male,33,One Year,Mailed Check,Fiber Optic,No,No,No Internet,2,4.0,97.19,3132.45,0.4125,41.2,Medium,No
CUST-01773,33,Male,13,Two Year,Electronic Check,No,No,Yes,No,2,3.2,18.88,239.26,0.4447,44.5,Medium,No
CUST-01774,44,Male,72,One Year,Electronic Check,Fiber Optic,No,No,No Internet,4,2.7,73.82,5593.44,0.5804,58.0,Medium,No
CUST-01775,31,Female,2,Two Year,Bank Transfer,Fiber Optic,No Internet,Yes,No,2,3.6,78.97,220.01,0.3369,33.7,Low,No
CUST-01776,23,Male,46,Month-to-Month,Credit Card,Fiber Optic,No Internet,Yes,No,4,3.6,102.47,4875.89,0.6814,68.1,Medium,Yes
CUST-01777,33,Male,15,Month-to-Month,Electronic Check,DSL,No,No,Yes,2,3.6,45.89,683.28,0.7644,76.4,High,Yes
CUST-01778,41,Male,42,One Year,Bank Transfer,DSL,No Internet,Yes,No,1,4.4,42.94,1891.37,0.162,16.2,Low,No
CUST-01779,35,Female,40,Two Year,Electronic Check,DSL,No Internet,Yes,No,0,3.2,32.67,1387.63,0.2309,23.1,Low,No
CUST-01780,32,Female,59,Month-to-Month,Credit Card,No,No Internet,Yes,Yes,3,1.7,33.73,1853.4,0.4787,47.9,Medium,No
CUST-01781,22,Male,8,Month-to-Month,Bank Transfer,DSL,Yes,No,No,1,1.0,55.57,461.17,0.5007,50.1,Medium,No
CUST-01782,40,Male,71,Month-to-Month,Credit Card,No,No,No,No Internet,1,3.4,22.13,1655.17,0.3635,36.3,Low,No
CUST-01783,20,Male,3,One Year,Electronic Check,DSL,No,No,No,3,4.3,32.33,131.34,0.336,33.6,Low,No
CUST-01784,52,Male,2,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,1,3.0,88.81,241.34,0.7189,71.9,High,Yes
CUST-01785,43,Male,13,One Year,Mailed Check,No,Yes,Yes,No Internet,1,5.0,18.0,233.69,0.0655,6.5,Low,No
CUST-01786,21,Female,42,Two Year,Electronic Check,Fiber Optic,No,Yes,Yes,3,3.4,96.61,3995.59,0.636,63.6,Medium,Yes
CUST-01787,37,Female,15,Two Year,Electronic Check,DSL,No,No Internet,No Internet,1,5.0,65.26,1075.1,0.2448,24.5,Low,No
CUST-01788,31,Female,42,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,Yes,No,2,3.1,96.3,3820.64,0.6679,66.8,Medium,Yes
CUST-01789,46,Male,31,Month-to-Month,Bank Transfer,DSL,No Internet,No,No,1,4.9,55.6,1794.54,0.3547,35.5,Low,No
CUST-01790,60,Female,5,Month-to-Month,Electronic Check,No,Yes,No Internet,Yes,1,2.8,23.05,126.21,0.5956,59.6,Medium,No
CUST-01791,18,Female,71,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,Yes,3,4.4,60.4,4218.66,0.6346,63.5,Medium,Yes
CUST-01792,43,Male,1,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,5,3.9,108.69,219.41,0.97,97.0,High,Yes
CUST-01793,39,Male,54,One Year,Electronic Check,Fiber Optic,No,No Internet,No,2,3.6,84.56,4230.87,0.4998,50.0,Medium,No
CUST-01794,51,Male,8,Month-to-Month,Bank Transfer,DSL,No,Yes,No,2,3.6,43.43,363.76,0.6267,62.7,Medium,Yes
CUST-01795,44,Male,16,Two Year,Electronic Check,Fiber Optic,No,No,No,6,4.8,79.12,1370.29,0.5936,59.4,Medium,No
CUST-01796,31,Male,13,Two Year,Mailed Check,DSL,No Internet,Yes,No,3,3.0,49.89,645.75,0.2956,29.6,Low,No
CUST-01797,37,Female,4,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,2,3.3,94.78,473.96,0.678,67.8,Medium,Yes
CUST-01798,30,Male,10,Two Year,Bank Transfer,Fiber Optic,No,No,No Internet,5,5.0,86.92,952.61,0.4136,41.4,Medium,No
CUST-01799,57,Female,5,One Year,Mailed Check,DSL,No Internet,No,No,2,3.8,58.66,344.24,0.0219,2.2,Low,No
CUST-01800,42,Male,5,Month-to-Month,Credit Card,DSL,No Internet,No,No Internet,1,4.6,47.1,262.89,0.4707,47.1,Medium,No
CUST-01801,68,Female,4,Month-to-Month,Mailed Check,Fiber Optic,Yes,No Internet,Yes,3,3.0,65.25,314.03,0.693,69.3,Medium,Yes
CUST-01802,41,Male,16,Month-to-Month,Bank Transfer,DSL,Yes,Yes,No,4,2.6,46.7,788.55,0.4616,46.2,Medium,No
CUST-01803,32,Female,38,Month-to-Month,Electronic Check,No,Yes,No Internet,No,1,4.1,22.91,922.31,0.6209,62.1,Medium,Yes
CUST-01804,20,Male,20,One Year,Mailed Check,Fiber Optic,No Internet,Yes,No Internet,1,3.5,102.47,2194.22,0.4222,42.2,Medium,No
CUST-01805,18,Male,53,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,4,3.0,107.11,5732.47,0.8155,81.6,High,Yes
CUST-01806,19,Female,24,One Year,Electronic Check,DSL,No,No Internet,Yes,1,1.4,56.33,1315.69,0.3291,32.9,Low,No
CUST-01807,45,Male,28,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,3,1.3,73.38,1984.39,0.716,71.6,High,Yes
CUST-01808,49,Female,26,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,Yes,2,1.1,62.8,1733.04,0.7558,75.6,High,Yes
CUST-01809,19,Female,14,One Year,Electronic Check,DSL,No,No,Yes,3,3.6,65.82,986.97,0.4053,40.5,Medium,No
CUST-01810,54,Male,28,One Year,Electronic Check,Fiber Optic,No,Yes,No,1,2.0,62.49,1728.32,0.6086,60.9,Medium,No
CUST-01811,35,Male,1,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No Internet,5,1.3,76.88,160.79,0.8309,83.1,High,Yes
CUST-01812,44,Female,47,Month-to-Month,Bank Transfer,No,Yes,No,Yes,3,2.2,21.84,1083.4,0.4984,49.8,Medium,No
CUST-01813,64,Male,36,Two Year,Electronic Check,Fiber Optic,No,No Internet,No,4,1.1,96.06,3556.8,0.7211,72.1,High,Yes
CUST-01814,54,Female,6,One Year,Mailed Check,No,No Internet,Yes,No Internet,2,2.5,32.49,217.28,0.1254,12.5,Low,No
CUST-01815,38,Female,35,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,6,2.5,92.17,3139.98,0.848,84.8,High,Yes
CUST-01816,29,Male,0,Month-to-Month,Electronic Check,No,No Internet,Yes,No Internet,3,3.8,27.72,28.85,0.5421,54.2,Medium,No
CUST-01817,18,Male,5,Month-to-Month,Bank Transfer,DSL,Yes,Yes,Yes,2,3.4,42.82,248.32,0.4657,46.6,Medium,No
